Algorithm,NetSize,MaxPar,Chunk count,Population,BadDevices,Experiment,Completion time
simu2,101,17,10,0,10,10,3323
simu2,101,17,10,0,10,1,3324
simu2,101,17,10,0,10,2,3322
simu2,101,17,10,0,10,3,3317
simu2,101,17,10,0,10,4,3317
simu2,101,17,10,0,10,5,3324
simu2,101,17,10,0,10,6,3325
simu2,101,17,10,0,10,7,3322
simu2,101,17,10,0,10,8,3317
simu2,101,17,10,0,10,9,3319
simu2,101,17,10,0,20,10,3323
simu2,101,17,10,0,20,1,3322
simu2,101,17,10,0,20,2,3317
simu2,101,17,10,0,20,3,3314
simu2,101,17,10,0,20,4,3322
simu2,101,17,10,0,20,5,3316
simu2,101,17,10,0,20,6,3324
simu2,101,17,10,0,20,7,3324
simu2,101,17,10,0,20,8,3326
simu2,101,17,10,0,20,9,3321
simu2,101,17,10,10,0,10,3138
simu2,101,17,10,10,0,1,3129
simu2,101,17,10,10,0,2,2971
simu2,101,17,10,10,0,3,2952
simu2,101,17,10,10,0,4,3140
simu2,101,17,10,10,0,5,3131
simu2,101,17,10,10,0,6,3151
simu2,101,17,10,10,0,7,3034
simu2,101,17,10,10,0,8,3141
simu2,101,17,10,10,0,9,3139
simu2,101,17,10,10,10,10,2803
simu2,101,17,10,10,10,1,2814
simu2,101,17,10,10,10,2,2762
simu2,101,17,10,10,10,3,2696
simu2,101,17,10,10,10,4,2677
simu2,101,17,10,10,10,5,2646
simu2,101,17,10,10,10,6,2779
simu2,101,17,10,10,10,7,2745
simu2,101,17,10,10,10,8,2675
simu2,101,17,10,10,10,9,2704
simu2,101,17,10,10,20,10,2701
simu2,101,17,10,10,20,1,2652
simu2,101,17,10,10,20,2,2642
simu2,101,17,10,10,20,3,2671
simu2,101,17,10,10,20,4,2697
simu2,101,17,10,10,20,5,2644
simu2,101,17,10,10,20,6,2667
simu2,101,17,10,10,20,7,2673
simu2,101,17,10,10,20,8,2650
simu2,101,17,10,10,20,9,2592
simu2,101,17,10,20,0,10,2853
simu2,101,17,10,20,0,1,2658
simu2,101,17,10,20,0,2,2945
simu2,101,17,10,20,0,3,2659
simu2,101,17,10,20,0,4,2668
simu2,101,17,10,20,0,5,2663
simu2,101,17,10,20,0,6,2848
simu2,101,17,10,20,0,7,2899
simu2,101,17,10,20,0,8,2946
simu2,101,17,10,20,0,9,2903
simu2,101,17,10,20,10,10,2638
simu2,101,17,10,20,10,1,2653
simu2,101,17,10,20,10,2,2655
simu2,101,17,10,20,10,3,2648
simu2,101,17,10,20,10,4,2637
simu2,101,17,10,20,10,5,2647
simu2,101,17,10,20,10,6,2661
simu2,101,17,10,20,10,7,2630
simu2,101,17,10,20,10,8,2643
simu2,101,17,10,20,10,9,2667
simu2,101,17,10,20,20,10,2185
simu2,101,17,10,20,20,1,2183
simu2,101,17,10,20,20,2,2194
simu2,101,17,10,20,20,3,2181
simu2,101,17,10,20,20,4,2182
simu2,101,17,10,20,20,5,2167
simu2,101,17,10,20,20,6,2183
simu2,101,17,10,20,20,7,2173
simu2,101,17,10,20,20,8,2182
simu2,101,17,10,20,20,9,2524
simu2,101,17,10,30,0,10,2557
simu2,101,17,10,30,0,1,2520
simu2,101,17,10,30,0,2,2551
simu2,101,17,10,30,0,3,2660
simu2,101,17,10,30,0,4,2580
simu2,101,17,10,30,0,5,2593
simu2,101,17,10,30,0,6,2533
simu2,101,17,10,30,0,7,2654
simu2,101,17,10,30,0,8,2574
simu2,101,17,10,30,0,9,2521
simu2,101,17,10,30,10,10,2388
simu2,101,17,10,30,10,1,2619
simu2,101,17,10,30,10,2,2608
simu2,101,17,10,30,10,3,2611
simu2,101,17,10,30,10,4,2558
simu2,101,17,10,30,10,5,2376
simu2,101,17,10,30,10,6,2609
simu2,101,17,10,30,10,7,2555
simu2,101,17,10,30,10,8,2607
simu2,101,17,10,30,10,9,2609
simu2,101,17,10,30,20,10,2299
simu2,101,17,10,30,20,1,2373
simu2,101,17,10,30,20,2,2348
simu2,101,17,10,30,20,3,2328
simu2,101,17,10,30,20,4,2344
simu2,101,17,10,30,20,5,2332
simu2,101,17,10,30,20,6,2349
simu2,101,17,10,30,20,7,2333
simu2,101,17,10,30,20,8,2365
simu2,101,17,10,30,20,9,2339
simu2,101,17,10,40,0,10,2311
simu2,101,17,10,40,0,1,2316
simu2,101,17,10,40,0,2,2313
simu2,101,17,10,40,0,3,2309
simu2,101,17,10,40,0,4,2322
simu2,101,17,10,40,0,5,2306
simu2,101,17,10,40,0,6,2411
simu2,101,17,10,40,0,7,2505
simu2,101,17,10,40,0,8,2336
simu2,101,17,10,40,0,9,2438
simu2,101,17,10,40,10,10,2269
simu2,101,17,10,40,10,1,2243
simu2,101,17,10,40,10,2,2237
simu2,101,17,10,40,10,3,2241
simu2,101,17,10,40,10,4,2331
simu2,101,17,10,40,10,5,2236
simu2,101,17,10,40,10,6,2249
simu2,101,17,10,40,10,7,2261
simu2,101,17,10,40,10,8,2347
simu2,101,17,10,40,10,9,2327
simu2,101,17,10,40,20,10,2296
simu2,101,17,10,40,20,1,2118
simu2,101,17,10,40,20,2,2314
simu2,101,17,10,40,20,3,2307
simu2,101,17,10,40,20,4,2308
simu2,101,17,10,40,20,5,2102
simu2,101,17,10,40,20,6,2126
simu2,101,17,10,40,20,7,2112
simu2,101,17,10,40,20,8,2302
simu2,101,17,10,40,20,9,2130
simu2,101,33,10,0,0,10,2576
simu2,101,33,10,0,0,1,2578
simu2,101,33,10,0,0,2,2582
simu2,101,33,10,0,0,3,2576
simu2,101,33,10,0,0,4,2582
simu2,101,33,10,0,0,5,2576
simu2,101,33,10,0,0,6,2577
simu2,101,33,10,0,0,7,2580
simu2,101,33,10,0,0,8,2576
simu2,101,33,10,0,0,9,2582
simu2,101,33,10,0,10,10,2576
simu2,101,33,10,0,10,1,2577
simu2,101,33,10,0,10,2,2581
simu2,101,33,10,0,10,3,2578
simu2,101,33,10,0,10,4,2581
simu2,101,33,10,0,10,5,2576
simu2,101,33,10,0,10,6,2577
simu2,101,33,10,0,10,7,2581
simu2,101,33,10,0,10,8,2581
simu2,101,33,10,0,10,9,2577
simu2,101,33,10,0,20,10,2581
simu2,101,33,10,0,20,1,2580
simu2,101,33,10,0,20,2,2580
simu2,101,33,10,0,20,3,2584
simu2,101,33,10,0,20,4,2577
simu2,101,33,10,0,20,5,2579
simu2,101,33,10,0,20,6,2580
simu2,101,33,10,0,20,7,2579
simu2,101,33,10,0,20,8,2581
simu2,101,33,10,0,20,9,2582
simu2,101,33,10,10,0,10,2069
simu2,101,33,10,10,0,1,2213
simu2,101,33,10,10,0,2,2036
simu2,101,33,10,10,0,3,2226
simu2,101,33,10,10,0,4,2168
simu2,101,33,10,10,0,5,2189
simu2,101,33,10,10,0,6,2195
simu2,101,33,10,10,0,7,1996
simu2,101,33,10,10,0,8,2155
simu2,101,33,10,10,0,9,2159
simu2,101,33,10,10,10,10,1711
simu2,101,33,10,10,10,1,1700
simu2,101,33,10,10,10,2,1917
simu2,101,33,10,10,10,3,1904
simu2,101,33,10,10,10,4,1682
simu2,101,33,10,10,10,5,1741
simu2,101,33,10,10,10,6,1750
simu2,101,33,10,10,10,7,1690
simu2,101,33,10,10,10,8,1717
simu2,101,33,10,10,10,9,1918
simu2,101,33,10,10,20,10,1579
simu2,101,33,10,10,20,1,1574
simu2,101,33,10,10,20,2,1603
simu2,101,33,10,10,20,3,1577
simu2,101,33,10,10,20,4,1616
simu2,101,33,10,10,20,5,1554
simu2,101,33,10,10,20,6,1600
simu2,101,33,10,10,20,7,1477
simu2,101,33,10,10,20,8,1650
simu2,101,33,10,10,20,9,1536
simu2,101,33,10,20,0,10,2090
simu2,101,33,10,20,0,1,2052
simu2,101,33,10,20,0,2,2048
simu2,101,33,10,20,0,3,2098
simu2,101,33,10,20,0,4,2074
simu2,101,33,10,20,0,5,2109
simu2,101,33,10,20,0,6,2098
simu2,101,33,10,20,0,7,2108
simu2,101,33,10,20,0,8,2077
simu2,101,33,10,20,0,9,2105
simu2,101,33,10,20,10,10,1823
simu2,101,33,10,20,10,1,1817
simu2,101,33,10,20,10,2,1826
simu2,101,33,10,20,10,3,1928
simu2,101,33,10,20,10,4,1895
simu2,101,33,10,20,10,5,1764
simu2,101,33,10,20,10,6,1798
simu2,101,33,10,20,10,7,1885
simu2,101,33,10,20,10,8,1952
simu2,101,33,10,20,10,9,1886
simu2,101,33,10,20,20,10,1637
simu2,101,33,10,20,20,1,1702
simu2,101,33,10,20,20,2,1713
simu2,101,33,10,20,20,3,1699
simu2,101,33,10,20,20,4,1619
simu2,101,33,10,20,20,5,1747
simu2,101,33,10,20,20,6,1732
simu2,101,33,10,20,20,7,1721
simu2,101,33,10,20,20,8,1725
simu2,101,33,10,20,20,9,1608
simu2,101,33,10,30,0,10,1794
simu2,101,33,10,30,0,1,1820
simu2,101,33,10,30,0,2,1770
simu2,101,33,10,30,0,3,1804
simu2,101,33,10,30,0,4,1731
simu2,101,33,10,30,0,5,1811
simu2,101,33,10,30,0,6,1789
simu2,101,33,10,30,0,7,1824
simu2,101,33,10,30,0,8,1805
simu2,101,33,10,30,0,9,1579
simu2,101,33,10,30,10,10,1654
simu2,101,33,10,30,10,1,1601
simu2,101,33,10,30,10,2,1687
simu2,101,33,10,30,10,3,1663
simu2,101,33,10,30,10,4,1509
simu2,101,33,10,30,10,5,1604
simu2,101,33,10,30,10,6,1565
simu2,101,33,10,30,10,7,1721
simu2,101,33,10,30,10,8,1497
simu2,101,33,10,30,10,9,1702
simu2,101,33,10,30,20,10,1675
simu2,101,33,10,30,20,1,1667
simu2,101,33,10,30,20,2,1676
simu2,101,33,10,30,20,3,1574
simu2,101,33,10,30,20,4,1639
simu2,101,33,10,30,20,5,1736
simu2,101,33,10,30,20,6,1739
simu2,101,33,10,30,20,7,1741
simu2,101,33,10,30,20,8,1737
simu2,101,33,10,30,20,9,1582
simu2,101,33,10,40,0,10,1591
simu2,101,33,10,40,0,1,1723
simu2,101,33,10,40,0,2,1615
simu2,101,33,10,40,0,3,1565
simu2,101,33,10,40,0,4,1698
simu2,101,33,10,40,0,5,1548
simu2,101,33,10,40,0,6,1675
simu2,101,33,10,40,0,7,1643
simu2,101,33,10,40,0,8,1685
simu2,101,33,10,40,0,9,1593
simu2,101,33,10,40,10,10,1540
simu2,101,33,10,40,10,1,1502
simu2,101,33,10,40,10,2,1664
simu2,101,33,10,40,10,3,1647
simu2,101,33,10,40,10,4,1444
simu2,101,33,10,40,10,5,1431
simu2,101,33,10,40,10,6,1528
simu2,101,33,10,40,10,7,1510
simu2,101,33,10,40,10,8,1459
simu2,101,33,10,40,10,9,1528
simu2,101,33,10,40,20,10,1693
simu2,101,33,10,40,20,1,1683
simu2,101,33,10,40,20,2,1680
simu2,101,33,10,40,20,3,1582
simu2,101,33,10,40,20,4,1537
simu2,101,33,10,40,20,5,1581
simu2,101,33,10,40,20,6,1534
simu2,101,33,10,40,20,7,1540
simu2,101,33,10,40,20,8,1665
simu2,101,33,10,40,20,9,1542
simu2,201,17,10,0,0,10,6120
simu2,201,17,10,0,0,1,6066
simu2,201,17,10,0,0,2,6078
simu2,201,17,10,0,0,3,6115
simu2,201,17,10,0,0,4,6118
simu2,201,17,10,0,0,5,6071
simu2,201,17,10,0,0,6,6117
simu2,201,17,10,0,0,7,6113
simu2,201,17,10,0,0,8,6123
simu2,201,17,10,0,0,9,6113
simu2,201,17,10,0,10,10,6127
simu2,201,17,10,0,10,1,6123
simu2,201,17,10,0,10,2,6119
simu2,201,17,10,0,10,3,6125
simu2,201,17,10,0,10,4,6125
simu2,201,17,10,0,10,5,6119
simu2,201,17,10,0,10,6,6125
simu2,201,17,10,0,10,7,6109
simu2,201,17,10,0,10,8,6065
simu2,201,17,10,0,10,9,6121
simu2,201,17,10,0,20,10,6061
simu2,201,17,10,0,20,1,6118
simu2,201,17,10,0,20,2,6114
simu2,201,17,10,0,20,3,6118
simu2,201,17,10,0,20,4,6124
simu2,201,17,10,0,20,5,6116
simu2,201,17,10,0,20,6,6115
simu2,201,17,10,0,20,7,6122
simu2,201,17,10,0,20,8,6116
simu2,201,17,10,0,20,9,6117
simu2,201,17,10,10,0,10,5652
simu2,201,17,10,10,0,1,5617
simu2,201,17,10,10,0,2,5623
simu2,201,17,10,10,0,3,5621
simu2,201,17,10,10,0,4,5550
simu2,201,17,10,10,0,5,5652
simu2,201,17,10,10,0,6,5646
simu2,201,17,10,10,0,7,5594
simu2,201,17,10,10,0,8,5628
simu2,201,17,10,10,0,9,5610
simu2,201,17,10,10,10,10,5240
simu2,201,17,10,10,10,1,5240
simu2,201,17,10,10,10,2,5236
simu2,201,17,10,10,10,3,5231
simu2,201,17,10,10,10,4,5236
simu2,201,17,10,10,10,5,5239
simu2,201,17,10,10,10,6,5232
simu2,201,17,10,10,10,7,5233
simu2,201,17,10,10,10,8,5236
simu2,201,17,10,10,10,9,5242
simu2,201,17,10,10,20,10,4885
simu2,201,17,10,10,20,1,4879
simu2,201,17,10,10,20,2,4880
simu2,201,17,10,10,20,3,4886
simu2,201,17,10,10,20,4,4869
simu2,201,17,10,10,20,5,4868
simu2,201,17,10,10,20,6,4878
simu2,201,17,10,10,20,7,4876
simu2,201,17,10,10,20,8,4881
simu2,201,17,10,10,20,9,4870
simu2,201,17,10,20,0,10,5157
simu2,201,17,10,20,0,1,5241
simu2,201,17,10,20,0,2,5244
simu2,201,17,10,20,0,3,5241
simu2,201,17,10,20,0,4,5263
simu2,201,17,10,20,0,5,5218
simu2,201,17,10,20,0,6,5233
simu2,201,17,10,20,0,7,5434
simu2,201,17,10,20,0,8,5249
simu2,201,17,10,20,0,9,5236
simu2,201,17,10,20,10,10,4999
simu2,201,17,10,20,10,1,5104
simu2,201,17,10,20,10,2,5006
simu2,201,17,10,20,10,3,5118
simu2,201,17,10,20,10,4,5108
simu2,201,17,10,20,10,5,5110
simu2,201,17,10,20,10,6,5020
simu2,201,17,10,20,10,7,5106
simu2,201,17,10,20,10,8,5101
simu2,201,17,10,20,10,9,5115
simu2,201,17,10,20,20,10,4758
simu2,201,17,10,20,20,1,4784
simu2,201,17,10,20,20,2,4729
simu2,201,17,10,20,20,3,4751
simu2,201,17,10,20,20,4,4766
simu2,201,17,10,20,20,5,4737
simu2,201,17,10,20,20,6,4724
simu2,201,17,10,20,20,7,4758
simu2,201,17,10,20,20,8,4736
simu2,201,17,10,20,20,9,4728
simu2,201,17,10,30,0,10,5098
simu2,201,17,10,30,0,1,5014
simu2,201,17,10,30,0,2,4943
simu2,201,17,10,30,0,3,4942
simu2,201,17,10,30,0,4,4976
simu2,201,17,10,30,0,5,4950
simu2,201,17,10,30,0,6,4921
simu2,201,17,10,30,0,7,4961
simu2,201,17,10,30,0,8,4943
simu2,201,17,10,30,0,9,5010
simu2,201,17,10,30,10,10,4644
simu2,201,17,10,30,10,1,4653
simu2,201,17,10,30,10,2,4334
simu2,201,17,10,30,10,3,4618
simu2,201,17,10,30,10,4,4334
simu2,201,17,10,30,10,5,4664
simu2,201,17,10,30,10,6,4777
simu2,201,17,10,30,10,7,4671
simu2,201,17,10,30,10,8,4607
simu2,201,17,10,30,10,9,4634
simu2,201,17,10,30,20,10,4372
simu2,201,17,10,30,20,1,4393
simu2,201,17,10,30,20,2,4474
simu2,201,17,10,30,20,3,4375
simu2,201,17,10,30,20,4,4383
simu2,201,17,10,30,20,5,4478
simu2,201,17,10,30,20,6,4429
simu2,201,17,10,30,20,7,4326
simu2,201,17,10,30,20,8,4393
simu2,201,17,10,30,20,9,4043
simu2,201,17,10,40,0,10,4670
simu2,201,17,10,40,0,1,4637
simu2,201,17,10,40,0,2,4643
simu2,201,17,10,40,0,3,4637
simu2,201,17,10,40,0,4,4638
simu2,201,17,10,40,0,5,4615
simu2,201,17,10,40,0,6,4629
simu2,201,17,10,40,0,7,4620
simu2,201,17,10,40,0,8,4625
simu2,201,17,10,40,0,9,4741
simu2,201,17,10,40,10,10,4313
simu2,201,17,10,40,10,1,4052
simu2,201,17,10,40,10,2,4327
simu2,201,17,10,40,10,3,4057
simu2,201,17,10,40,10,4,4318
simu2,201,17,10,40,10,5,4024
simu2,201,17,10,40,10,6,4025
simu2,201,17,10,40,10,7,4322
simu2,201,17,10,40,10,8,4296
simu2,201,17,10,40,10,9,4284
simu2,201,17,10,40,20,10,4011
simu2,201,17,10,40,20,1,4026
simu2,201,17,10,40,20,2,3762
simu2,201,17,10,40,20,3,4127
simu2,201,17,10,40,20,4,3864
simu2,201,17,10,40,20,5,3851
simu2,201,17,10,40,20,6,4038
simu2,201,17,10,40,20,7,3851
simu2,201,17,10,40,20,8,3861
simu2,201,17,10,40,20,9,3727
simu2,201,33,10,0,0,10,4511
simu2,201,33,10,0,0,1,4506
simu2,201,33,10,0,0,2,4515
simu2,201,33,10,0,0,3,4505
simu2,201,33,10,0,0,4,4508
simu2,201,33,10,0,0,5,4505
simu2,201,33,10,0,0,6,4516
simu2,201,33,10,0,0,7,4507
simu2,201,33,10,0,0,8,4519
simu2,201,33,10,0,0,9,4505
simu2,201,33,10,0,10,10,4509
simu2,201,33,10,0,10,1,4514
simu2,201,33,10,0,10,2,4504
simu2,201,33,10,0,10,3,4516
simu2,201,33,10,0,10,4,4504
simu2,201,33,10,0,10,5,4506
simu2,201,33,10,0,10,6,4508
simu2,201,33,10,0,10,7,4517
simu2,201,33,10,0,10,8,4512
simu2,201,33,10,0,10,9,4502
simu2,201,33,10,0,20,10,4517
simu2,201,33,10,0,20,1,4517
simu2,201,33,10,0,20,2,4511
simu2,201,33,10,0,20,3,4514
simu2,201,33,10,0,20,4,4512
simu2,201,33,10,0,20,5,4512
simu2,201,33,10,0,20,6,4519
simu2,201,33,10,0,20,7,4509
simu2,201,33,10,0,20,8,4517
simu2,201,33,10,0,20,9,4510
simu2,201,33,10,10,0,10,3784
simu2,201,33,10,10,0,1,4030
simu2,201,33,10,10,0,2,4069
simu2,201,33,10,10,0,3,4037
simu2,201,33,10,10,0,4,3994
simu2,201,33,10,10,0,5,4058
simu2,201,33,10,10,0,6,4029
simu2,201,33,10,10,0,7,3912
simu2,201,33,10,10,0,8,3846
simu2,201,33,10,10,0,9,4076
simu2,201,33,10,10,10,10,3722
simu2,201,33,10,10,10,1,3700
simu2,201,33,10,10,10,2,3680
simu2,201,33,10,10,10,3,3709
simu2,201,33,10,10,10,4,3700
simu2,201,33,10,10,10,5,3727
simu2,201,33,10,10,10,6,3683
simu2,201,33,10,10,10,7,3674
simu2,201,33,10,10,10,8,3663
simu2,201,33,10,10,10,9,3637
simu2,201,33,10,10,20,10,3418
simu2,201,33,10,10,20,1,3408
simu2,201,33,10,10,20,2,3410
simu2,201,33,10,10,20,3,3403
simu2,201,33,10,10,20,4,3422
simu2,201,33,10,10,20,5,3426
simu2,201,33,10,10,20,6,3403
simu2,201,33,10,10,20,7,3441
simu2,201,33,10,10,20,8,3426
simu2,201,33,10,10,20,9,3438
simu2,201,33,10,20,0,10,3556
simu2,201,33,10,20,0,1,3557
simu2,201,33,10,20,0,2,3470
simu2,201,33,10,20,0,3,3629
simu2,201,33,10,20,0,4,3604
simu2,201,33,10,20,0,5,3573
simu2,201,33,10,20,0,6,3627
simu2,201,33,10,20,0,7,3612
simu2,201,33,10,20,0,8,3616
simu2,201,33,10,20,0,9,3618
simu2,201,33,10,20,10,10,3618
simu2,201,33,10,20,10,1,3664
simu2,201,33,10,20,10,2,3518
simu2,201,33,10,20,10,3,3512
simu2,201,33,10,20,10,4,3452
simu2,201,33,10,20,10,5,3663
simu2,201,33,10,20,10,6,3665
simu2,201,33,10,20,10,7,3528
simu2,201,33,10,20,10,8,3524
simu2,201,33,10,20,10,9,3451
simu2,201,33,10,20,20,10,3327
simu2,201,33,10,20,20,1,3333
simu2,201,33,10,20,20,2,3320
simu2,201,33,10,20,20,3,3291
simu2,201,33,10,20,20,4,3338
simu2,201,33,10,20,20,5,3347
simu2,201,33,10,20,20,6,3345
simu2,201,33,10,20,20,7,3330
simu2,201,33,10,20,20,8,3316
simu2,201,33,10,20,20,9,3328
simu2,201,33,10,30,0,10,3419
simu2,201,33,10,30,0,1,3414
simu2,201,33,10,30,0,2,3426
simu2,201,33,10,30,0,3,3507
simu2,201,33,10,30,0,4,3437
simu2,201,33,10,30,0,5,3509
simu2,201,33,10,30,0,6,3430
simu2,201,33,10,30,0,7,3397
simu2,201,33,10,30,0,8,3507
simu2,201,33,10,30,0,9,3428
simu2,201,33,10,30,10,10,3235
simu2,201,33,10,30,10,1,3262
simu2,201,33,10,30,10,2,3245
simu2,201,33,10,30,10,3,3239
simu2,201,33,10,30,10,4,3245
simu2,201,33,10,30,10,5,3241
simu2,201,33,10,30,10,6,3248
simu2,201,33,10,30,10,7,3221
simu2,201,33,10,30,10,8,3249
simu2,201,33,10,30,10,9,3245
simu2,201,33,10,30,20,10,2969
simu2,201,33,10,30,20,1,2952
simu2,201,33,10,30,20,2,2964
simu2,201,33,10,30,20,3,3161
simu2,201,33,10,30,20,4,2959
simu2,201,33,10,30,20,5,2958
simu2,201,33,10,30,20,6,2973
simu2,201,33,10,30,20,7,2979
simu2,201,33,10,30,20,8,2967
simu2,201,33,10,30,20,9,2960
simu2,201,33,10,40,0,10,3206
simu2,201,33,10,40,0,1,3142
simu2,201,33,10,40,0,2,3183
simu2,201,33,10,40,0,3,3141
simu2,201,33,10,40,0,4,3186
simu2,201,33,10,40,0,5,3282
simu2,201,33,10,40,0,6,3103
simu2,201,33,10,40,0,7,3172
simu2,201,33,10,40,0,8,3204
simu2,201,33,10,40,0,9,3194
simu2,201,33,10,40,10,10,2920
simu2,201,33,10,40,10,1,2917
simu2,201,33,10,40,10,2,2862
simu2,201,33,10,40,10,3,2931
simu2,201,33,10,40,10,4,2793
simu2,201,33,10,40,10,5,3033
simu2,201,33,10,40,10,6,3039
simu2,201,33,10,40,10,7,2878
simu2,201,33,10,40,10,8,2819
simu2,201,33,10,40,10,9,2819
simu2,201,33,10,40,20,10,2464
simu2,201,33,10,40,20,1,2580
simu2,201,33,10,40,20,2,2571
simu2,201,33,10,40,20,3,2535
simu2,201,33,10,40,20,4,2580
simu2,201,33,10,40,20,5,2492
simu2,201,33,10,40,20,6,2461
simu2,201,33,10,40,20,7,2493
simu2,201,33,10,40,20,8,2573
simu2,201,33,10,40,20,9,2530
